Date,Open,High,Low,Close,Volume
11/26/2004,"118.51","118.98","118.30","118.35","15,490,000"
11/24/2004,"118.27","118.59","118.05","118.44","29,730,500"
11/23/2004,"117.93","118.26","117.37","118.16","41,969,898"
11/22/2004,"117.17","118.12","117.03","117.98","37,566,500"
11/19/2004,"118.70","118.72","117.14","117.42","54,280,102"
11/18/2004,"118.49","118.80","118.23","118.74","31,902,500"
11/17/2004,"118.37","119.14","118.07","118.58","54,544,102"
11/16/2004,"118.36","118.41","117.73","117.88","40,135,898"
11/15/2004,"118.50","118.77","118.23","118.73","35,299,398"
11/12/2004,"117.97","119.00","117.68","118.79","55,638,898"
11/11/2004,"117.18","118.12","117.10","117.86","38,400,199"
11/10/2004,"117.06","117.55","116.76","116.97","45,268,898"
11/09/2004,"117.08","117.50","116.76","116.88","44,697,898"
11/08/2004,"116.98","117.23","116.72","117.11","34,158,301"
11/05/2004,"117.05","117.64","116.49","117.28","63,306,699"
11/04/2004,"114.78","116.67","114.68","116.55","55,454,699"
11/03/2004,"115.03","115.36","114.24","114.98","77,028,305"
11/02/2004,"113.67","114.57","113.22","113.55","56,246,199"
11/01/2004,"113.56","113.84","113.20","113.51","36,768,398"
10/29/2004,"113.18","113.64","112.90","113.20","48,823,199"
10/28/2004,"112.78","113.56","112.49","113.22","54,414,301"
10/27/2004,"111.38","113.10","111.12","112.88","73,915,797"
10/26/2004,"110.10","111.60","109.88","111.54","54,384,801"
10/25/2004,"109.75","110.12","109.35","109.86","44,055,398"
10/22/2004,"111.19","111.25","109.86","109.99","48,758,801"
10/21/2004,"110.79","111.32","110.21","111.24","53,251,699"
10/20/2004,"110.38","110.82","109.75","110.52","57,161,398"
10/19/2004,"112.02","112.23","110.59","110.74","56,014,398"
10/18/2004,"110.89","111.90","110.70","111.68","43,622,801"
10/15/2004,"111.04","111.74","110.57","111.26","63,483,398"
10/14/2004,"111.75","111.93","110.58","110.64","64,544,102"
10/13/2004,"113.00","113.07","111.32","111.54","54,430,000"
10/12/2004,"112.20","112.83","111.94","112.53","41,851,199"
10/11/2004,"112.78","113.02","112.64","112.97","20,246,100"
10/08/2004,"113.15","113.70","112.35","112.51","51,881,801"
10/07/2004,"114.38","114.40","113.36","113.45","39,403,301"
10/06/2004,"113.77","114.68","113.68","114.62","42,295,500"
10/05/2004,"113.85","114.16","113.54","113.90","37,152,699"
10/04/2004,"114.09","114.44","113.80","113.84","33,337,102"
10/01/2004,"112.26","113.65","112.21","113.65","62,844,301"
09/30/2004,"111.55","111.98","111.26","111.76","43,580,102"
09/29/2004,"111.21","111.85","111.00","111.84","33,862,699"
09/28/2004,"110.91","111.51","110.41","111.28","41,693,199"
09/27/2004,"111.10","111.20","110.58","110.75","39,646,000"
09/24/2004,"111.17","111.73","111.13","111.46","35,011,000"
09/23/2004,"111.60","111.70","110.95","110.95","44,084,102"
09/22/2004,"112.50","112.52","111.47","111.55","49,166,801"
09/21/2004,"112.75","113.47","112.54","112.96","40,924,000"
09/20/2004,"112.67","112.99","112.28","112.47","37,189,199"
09/17/2004,"112.91","113.36","112.69","113.15","33,694,301"
09/16/2004,"112.94","113.37","112.80","113.14","23,912,400"
09/15/2004,"113.30","113.36","112.68","112.80","38,456,898"
