Date,Open,High,Low,Close,Volume
11/27/2009,"108.40","110.32","108.29","109.57","126,001,797"
11/25/2009,"111.17","111.50","110.82","111.38","109,564,797"
11/24/2009,"111.00","111.20","110.01","110.99","138,420,000"
11/23/2009,"110.72","111.74","110.60","110.82","148,010,094"
11/20/2009,"109.25","109.76","109.01","109.43","134,196,000"
11/19/2009,"110.51","111.31","109.13","109.82","208,734,500"
11/18/2009,"111.26","111.43","110.57","111.27","156,486,703"
11/17/2009,"110.92","111.39","110.50","111.34","147,134,094"
11/16/2009,"110.38","111.69","110.32","111.21","210,922,094"
11/13/2009,"109.31","110.09","108.75","109.62","150,962,891"
11/12/2009,"110.00","110.57","108.75","109.03","157,144,500"
11/11/2009,"110.31","110.82","109.62","110.15","169,466,203"
11/10/2009,"109.31","109.93","108.97","109.59","171,899,812"
11/09/2009,"107.95","109.63","107.87","109.57","159,495,703"
11/06/2009,"106.26","107.40","106.05","107.13","170,954,094"
11/05/2009,"105.66","106.88","105.44","106.85","180,015,203"
11/04/2009,"105.51","106.33","104.65","104.92","247,996,703"
11/03/2009,"103.74","104.80","103.54","104.65","228,362,500"
11/02/2009,"104.13","105.41","103.08","104.32","254,489,797"
10/30/2009,"106.30","106.62","103.44","103.56","325,608,094"
10/29/2009,"105.19","106.86","104.94","106.65","198,110,594"
10/28/2009,"106.15","106.48","104.35","104.41","248,821,406"
10/27/2009,"107.03","107.39","106.16","106.42","253,266,297"
10/26/2009,"108.20","109.31","106.61","106.91","242,028,188"
10/23/2009,"109.69","109.76","107.63","108.08","240,033,203"
10/22/2009,"108.19","109.68","107.50","109.33","238,443,906"
10/21/2009,"109.04","110.31","108.15","108.23","225,787,500"
10/20/2009,"109.95","109.99","108.68","109.21","180,920,984"
10/19/2009,"109.07","110.13","108.73","109.79","159,530,406"
10/16/2009,"108.80","109.27","108.23","108.89","192,069,297"
10/15/2009,"108.78","109.71","108.73","109.71","173,873,594"
10/14/2009,"108.72","109.42","107.42","109.31","191,421,500"
10/13/2009,"107.39","107.71","106.76","107.46","157,692,703"
10/12/2009,"107.76","108.09","107.28","107.68","118,031,000"
10/09/2009,"106.64","107.26","106.36","107.26","135,008,297"
10/08/2009,"106.55","107.17","105.84","106.61","183,305,703"
10/07/2009,"105.27","105.91","105.07","105.80","159,200,297"
10/06/2009,"104.77","106.11","104.71","105.51","202,491,016"
10/05/2009,"102.90","104.32","102.60","104.02","149,874,891"
10/02/2009,"102.02","103.10","101.99","102.49","224,748,797"
10/01/2009,"105.34","105.73","102.95","103.00","281,840,594"
09/30/2009,"106.36","106.46","104.62","105.59","254,383,016"
09/29/2009,"106.51","107.02","105.78","106.00","133,733,797"
09/28/2009,"104.85","106.55","104.83","106.32","118,285,797"
09/25/2009,"104.78","105.36","104.09","104.45","204,058,891"
09/24/2009,"106.41","106.64","104.55","105.01","228,636,703"
09/23/2009,"107.32","108.03","105.99","106.18","225,947,297"
09/22/2009,"107.08","107.37","106.60","107.07","143,126,594"
09/21/2009,"105.89","107.00","105.66","106.45","151,892,000"
09/18/2009,"107.15","107.16","106.36","106.72","153,799,016"
09/17/2009,"107.17","108.06","106.57","107.16","229,170,797"
09/16/2009,"106.10","107.34","105.73","107.32","206,406,203"
09/15/2009,"105.45","106.11","104.76","105.72","196,795,906"
09/14/2009,"103.88","105.46","103.15","105.28","149,593,703"
09/11/2009,"104.99","105.30","104.28","104.77","152,383,594"
09/10/2009,"103.80","104.86","103.22","104.79","162,902,406"
09/09/2009,"103.12","104.08","102.80","103.73","154,612,500"
09/08/2009,"103.00","103.05","102.39","102.94","132,909,000"
09/04/2009,"100.85","102.09","100.55","102.06","142,687,812"
09/03/2009,"100.40","100.77","99.59","100.65","143,572,297"
09/02/2009,"99.78","100.44","99.57","99.82","171,804,984"
09/01/2009,"101.95","103.24","99.99","100.20","321,276,719"
08/31/2009,"102.37","102.58","101.79","102.46","176,051,500"
08/28/2009,"104.23","104.35","102.67","103.38","147,024,406"
08/27/2009,"103.11","103.72","101.94","103.40","196,230,000"
08/26/2009,"102.84","103.64","102.49","103.17","194,620,609"
08/25/2009,"103.37","104.26","102.94","103.16","215,310,594"
08/24/2009,"103.39","103.95","102.59","102.96","191,278,891"
08/21/2009,"101.82","103.13","101.62","102.97","224,604,891"
08/20/2009,"100.09","101.22","99.87","100.99","174,131,297"
08/19/2009,"98.31","100.30","98.21","99.96","192,812,703"
08/18/2009,"98.53","99.44","98.35","99.09","173,461,406"
08/17/2009,"98.85","98.95","98.12","98.31","237,892,609"
08/14/2009,"101.52","101.60","99.70","100.79","199,691,297"
08/13/2009,"101.26","101.61","100.26","101.57","176,449,500"
08/12/2009,"99.56","101.56","99.51","100.80","219,052,406"
08/11/2009,"100.54","100.61","99.46","99.73","157,300,984"
08/10/2009,"100.74","101.22","100.27","100.99","130,898,602"
08/07/2009,"100.94","102.03","100.39","101.20","220,684,297"
08/06/2009,"100.87","101.02","99.42","99.89","193,203,812"
08/05/2009,"100.77","100.86","99.58","100.41","184,726,406"
08/04/2009,"99.99","100.84","99.78","100.70","176,714,500"
08/03/2009,"99.85","100.53","99.31","100.44","175,776,797"
07/31/2009,"98.65","99.47","98.38","98.81","207,358,000"
07/30/2009,"98.83","99.83","98.60","98.67","225,575,391"
07/29/2009,"97.44","98.09","96.98","97.65","194,399,297"
07/28/2009,"97.66","98.37","97.06","97.89","186,685,703"
07/27/2009,"97.88","98.40","97.34","98.35","159,259,391"
07/24/2009,"97.20","98.14","96.69","98.06","154,003,016"
07/23/2009,"95.61","98.08","95.53","97.66","258,795,500"
07/22/2009,"94.96","96.13","94.89","95.55","196,067,594"
07/21/2009,"95.87","95.90","94.42","95.57","217,718,203"
07/20/2009,"94.68","95.29","94.19","95.13","164,179,391"
07/17/2009,"94.06","94.32","93.54","94.13","138,561,703"
07/16/2009,"93.00","94.51","92.82","94.15","231,174,500"
07/15/2009,"91.81","93.51","90.68","93.26","220,877,797"
07/14/2009,"90.38","90.69","89.73","90.61","181,555,391"
07/13/2009,"88.31","90.17","87.59","90.10","217,413,406"
07/10/2009,"87.70","88.49","87.35","87.96","173,520,297"
07/09/2009,"88.61","88.90","87.91","88.17","163,777,500"
07/08/2009,"88.59","88.80","87.00","88.00","248,050,500"
07/07/2009,"89.71","89.82","88.00","88.06","197,088,797"
07/06/2009,"88.94","89.93","88.66","89.80","174,499,594"
07/02/2009,"91.13","92.36","89.76","89.81","212,309,797"
07/01/2009,"92.34","93.23","92.21","92.33","173,041,109"
06/30/2009,"92.72","93.06","91.27","91.95","228,888,188"
06/29/2009,"92.11","92.82","91.60","92.70","168,481,203"
06/26/2009,"91.77","92.24","91.27","91.84","167,579,016"
06/25/2009,"89.67","92.17","89.57","92.08","279,410,906"
06/24/2009,"90.16","91.08","89.60","90.12","211,577,594"
06/23/2009,"89.47","89.88","88.85","89.35","188,309,703"
06/22/2009,"91.14","91.19","89.25","89.28","251,913,594"
06/19/2009,"92.58","92.70","91.52","92.04","215,655,594"
06/18/2009,"91.69","92.67","91.25","92.22","211,725,109"
06/17/2009,"91.60","92.33","90.83","91.55","223,445,297"
06/16/2009,"93.23","93.29","91.58","91.64","227,319,016"
06/15/2009,"93.96","94.02","92.40","92.90","224,190,406"
06/12/2009,"94.40","95.14","94.00","95.08","184,372,984"
06/11/2009,"94.58","96.11","94.56","94.82","275,414,125"
06/10/2009,"95.48","95.49","93.19","94.40","296,100,281"
06/09/2009,"94.69","95.15","94.02","94.64","225,125,406"
06/08/2009,"93.84","95.10","93.04","94.16","238,565,109"
06/05/2009,"95.49","95.67","93.80","94.55","284,257,875"
06/04/2009,"94.00","94.67","93.30","94.53","210,102,297"
06/03/2009,"94.04","94.13","92.76","93.65","235,403,906"
06/02/2009,"94.40","95.37","87.53","94.85","230,874,406"
06/01/2009,"93.67","95.17","93.43","94.77","276,246,688"
05/29/2009,"91.42","93.70","90.68","92.53","258,641,406"
05/28/2009,"90.46","91.34","89.10","90.92","289,094,906"
05/27/2009,"91.44","91.75","89.53","89.67","246,313,500"
05/26/2009,"88.36","91.56","88.32","91.30","236,318,406"
05/22/2009,"89.46","90.00","88.68","89.02","166,811,906"
05/21/2009,"89.46","89.80","88.26","89.21","258,988,297"
05/20/2009,"91.95","92.80","90.41","90.51","285,898,125"
05/19/2009,"91.18","91.97","90.81","91.12","206,102,203"
05/18/2009,"89.55","91.34","88.57","91.23","242,217,297"
05/15/2009,"89.37","90.00","88.15","88.71","271,502,594"
05/14/2009,"88.72","90.12","88.50","89.44","260,098,594"
05/13/2009,"89.74","90.01","88.50","88.68","269,619,000"
05/12/2009,"91.63","91.83","89.85","90.97","282,431,188"
