Date,Open,High,Low,Close,Volume
11/28/2018,"269.60","274.58","268.33","274.58","127,629,602"
11/27/2018,"266.34","268.40","265.66","268.40","75,502,438"
11/26/2018,"265.78","267.75","265.34","267.50","79,981,359"
11/23/2018,"263.18","264.82","263.07","263.25","42,807,879"
11/21/2018,"265.86","267.15","265.01","265.02","75,563,742"
11/20/2018,"265.36","267.00","263.15","264.12","136,021,297"
11/19/2018,"273.05","273.38","268.07","269.10","103,061,695"
11/16/2018,"271.79","274.75","271.21","273.73","126,668,000"
11/15/2018,"268.78","273.54","267.01","273.02","135,101,406"
11/14/2018,"274.16","274.61","268.45","270.20","125,335,906"
11/13/2018,"273.09","275.33","271.25","272.06","98,176,609"
11/12/2018,"277.19","277.46","271.99","272.57","99,673,570"
11/09/2018,"279.03","279.24","276.18","277.76","98,812,562"
11/08/2018,"280.11","281.22","279.22","280.50","65,584,891"
11/07/2018,"277.56","281.10","277.08","281.01","102,752,094"
11/06/2018,"273.32","275.30","273.25","275.12","60,085,887"
11/05/2018,"272.44","274.01","271.35","273.39","65,622,477"
11/02/2018,"274.75","275.23","269.59","271.89","122,634,094"
11/01/2018,"271.60","273.73","270.38","273.51","99,495,039"
10/31/2018,"270.65","273.23","270.12","270.63","128,296,305"
10/30/2018,"263.67","268.12","263.12","267.77","157,116,000"
10/29/2018,"268.80","270.25","259.85","263.86","160,749,109"
10/26/2018,"265.92","271.00","262.29","265.33","201,574,594"
10/25/2018,"267.38","271.81","266.23","270.08","138,061,500"
10/24/2018,"273.33","273.76","264.70","265.32","177,806,703"
10/23/2018,"270.95","274.87","268.61","273.61","146,352,703"
10/22/2018,"277.00","277.36","274.41","275.01","82,415,805"
10/19/2018,"277.13","279.30","275.47","276.25","139,901,594"
10/18/2018,"279.40","280.07","274.97","276.40","134,557,500"
10/17/2018,"280.44","281.15","277.56","280.45","110,626,000"
10/16/2018,"276.60","280.82","276.07","280.40","118,255,797"
10/15/2018,"275.55","277.04","274.30","274.40","102,263,695"
10/12/2018,"276.77","277.09","272.37","275.95","183,186,500"
10/11/2018,"277.08","278.90","270.36","272.17","274,840,500"
10/10/2018,"286.83","286.91","277.88","278.30","214,731,016"
10/09/2018,"287.39","288.86","286.77","287.40","74,338,977"
10/08/2018,"287.05","288.22","285.50","287.82","87,742,172"
10/05/2018,"289.69","290.27","286.22","287.82","105,951,695"
10/04/2018,"291.18","291.24","287.66","289.44","111,545,906"
10/03/2018,"292.74","293.21","291.32","291.72","64,694,594"
10/02/2018,"291.56","292.36","291.14","291.56","47,258,230"
10/01/2018,"292.11","292.93","290.98","291.73","62,078,941"
09/28/2018,"289.99","291.28","289.95","290.72","70,091,391"
09/27/2018,"290.41","291.91","290.10","290.69","59,249,461"
09/26/2018,"290.91","292.24","289.41","289.88","79,739,672"
09/25/2018,"291.53","291.65","290.48","290.75","44,370,039"
09/24/2018,"291.34","291.50","290.37","291.02","53,409,648"
09/21/2018,"293.09","293.22","291.81","291.99","105,479,695"
09/20/2018,"292.64","293.94","291.24","293.58","100,360,602"
09/19/2018,"290.97","291.69","290.83","291.22","49,080,559"
09/18/2018,"289.58","291.58","289.55","290.91","61,930,406"
09/17/2018,"290.82","290.86","289.03","289.34","68,244,039"
09/14/2018,"291.06","291.27","290.00","290.88","55,079,879"
09/13/2018,"290.32","291.04","290.00","290.83","51,034,219"
09/12/2018,"289.06","289.80","288.23","289.12","59,810,762"
09/11/2018,"287.37","289.55","286.98","289.05","50,530,488"
09/10/2018,"288.74","289.04","287.88","288.10","50,210,898"
09/07/2018,"286.98","288.70","286.71","287.60","73,524,812"
