Date,Open,High,Low,Close,Volume
11/27/2015,"209.43","209.80","208.86","209.56","37,317,781"
11/25/2015,"209.50","209.74","209.01","209.32","51,980,059"
11/24/2015,"207.87","209.83","207.41","209.35","98,874,367"
11/23/2015,"209.38","209.98","208.52","209.07","64,931,168"
11/20/2015,"209.45","210.12","208.86","209.31","94,011,523"
11/19/2015,"208.59","209.05","208.20","208.55","88,220,469"
11/18/2015,"206.04","208.90","205.99","208.73","121,342,492"
11/17/2015,"205.99","207.04","204.88","205.47","121,123,695"
11/16/2015,"202.32","205.69","202.18","205.62","117,645,203"
11/13/2015,"204.35","204.67","202.44","202.54","153,577,109"
11/12/2015,"206.50","207.06","204.82","204.84","121,315,203"
11/11/2015,"208.88","208.94","207.66","207.74","67,845,969"
11/10/2015,"207.51","208.60","207.19","208.56","75,874,602"
11/09/2015,"209.31","209.49","206.95","208.08","131,008,703"
11/06/2015,"209.74","210.32","208.46","210.04","110,471,508"
11/05/2015,"210.43","210.98","209.09","210.15","78,408,734"
11/04/2015,"211.35","211.50","209.72","210.36","96,224,477"
11/03/2015,"209.97","211.66","209.70","211.00","95,246,047"
11/02/2015,"208.32","210.62","208.17","210.39","86,270,805"
10/30/2015,"209.06","209.44","207.74","207.93","131,076,891"
10/29/2015,"208.35","209.27","208.21","208.83","90,525,508"
10/28/2015,"207.00","208.98","206.21","208.95","135,906,703"
10/27/2015,"206.20","207.00","205.79","206.60","77,905,766"
10/26/2015,"207.30","207.37","206.56","207.00","69,032,969"
10/23/2015,"207.25","207.95","206.30","207.51","144,442,297"
10/22/2015,"202.98","205.51","201.85","205.26","174,911,703"
10/21/2015,"203.61","203.79","201.65","201.85","102,038,000"
10/20/2015,"202.85","203.84","202.55","203.09","78,448,477"
10/19/2015,"202.50","203.37","202.13","203.37","76,523,906"
10/16/2015,"202.83","203.29","201.92","203.27","114,580,094"
10/15/2015,"200.08","202.36","199.64","202.35","134,142,203"
10/14/2015,"200.18","200.87","198.94","199.29","99,106,156"
10/13/2015,"200.65","202.16","200.05","200.25","88,038,719"
10/12/2015,"201.42","201.76","200.91","201.52","56,395,594"
10/09/2015,"201.38","201.90","200.58","201.33","107,069,203"
10/08/2015,"198.95","201.55","198.59","201.21","153,055,203"
10/07/2015,"198.90","199.83","197.48","199.41","124,307,297"
10/06/2015,"198.31","198.98","197.00","197.79","110,274,492"
10/05/2015,"196.46","198.74","196.33","198.47","126,320,797"
10/02/2015,"189.77","195.03","189.12","195.00","211,003,297"
10/01/2015,"192.08","192.49","189.82","192.13","131,079,000"
09/30/2015,"190.37","191.83","189.44","191.63","163,452,000"
09/29/2015,"188.27","189.74","186.93","188.12","159,045,594"
09/28/2015,"191.78","191.91","187.64","188.01","178,515,906"
