Date,Open,High,Low,Close,Volume
11/28/2003,"106.31","106.66","106.20","106.45","10,507,800"
11/26/2003,"106.42","106.45","105.39","106.37","33,072,898"
11/25/2003,"105.71","106.42","105.45","105.99","37,582,000"
11/24/2003,"104.69","105.78","104.68","105.59","28,966,199"
11/21/2003,"104.24","104.33","103.62","104.21","30,025,000"
11/20/2003,"103.91","105.24","103.75","103.78","53,623,699"
11/19/2003,"104.03","105.01","103.92","104.72","29,835,900"
11/18/2003,"105.24","105.45","103.70","103.84","41,166,801"
11/17/2003,"104.91","105.14","104.04","104.93","44,429,500"
11/14/2003,"106.40","106.95","105.29","105.46","49,162,602"
11/13/2003,"106.01","106.54","105.78","106.36","29,722,801"
11/12/2003,"105.23","106.47","105.16","106.33","28,052,699"
11/11/2003,"105.09","105.33","104.80","105.15","26,807,699"
11/10/2003,"105.74","105.84","105.01","105.18","25,533,199"
11/07/2003,"106.64","106.72","105.57","105.61","31,736,699"
11/06/2003,"105.60","106.44","105.10","106.40","28,406,801"
11/05/2003,"105.54","105.97","104.90","105.84","33,637,000"
11/04/2003,"105.99","106.27","105.58","105.76","31,428,570"
11/03/2003,"105.75","106.61","105.71","105.99","37,593,500"
10/31/2003,"105.40","105.74","105.22","105.30","25,764,301"
10/30/2003,"105.79","105.97","104.80","105.40","39,131,898"
10/29/2003,"104.77","105.43","103.87","105.18","30,960,199"
10/28/2003,"103.98","105.15","103.82","105.04","35,028,699"
10/27/2003,"103.74","104.18","103.27","103.63","32,498,500"
10/24/2003,"102.83","103.58","102.18","103.58","51,731,398"
10/23/2003,"102.89","103.95","102.84","103.35","46,146,801"
10/22/2003,"104.03","104.19","103.19","103.54","34,106,898"
10/21/2003,"104.82","105.28","104.32","104.86","26,763,699"
10/20/2003,"104.45","105.04","103.94","105.04","27,775,000"
10/17/2003,"105.47","105.63","103.98","104.26","32,791,602"
10/16/2003,"104.68","105.73","104.65","105.41","32,793,500"
10/15/2003,"105.86","105.89","104.64","104.99","39,876,898"
10/14/2003,"104.80","105.43","104.36","105.27","38,502,500"
10/13/2003,"104.72","105.29","104.51","104.90","23,828,100"
10/10/2003,"104.27","104.60","103.91","104.57","22,684,600"
10/09/2003,"104.88","105.22","103.83","104.28","40,080,801"
10/08/2003,"104.33","104.39","103.41","104.00","30,931,900"
10/07/2003,"103.26","104.31","102.91","104.26","42,615,398"
10/06/2003,"103.48","103.99","103.20","103.86","20,240,801"
10/03/2003,"103.67","104.28","103.08","103.39","48,818,199"
10/02/2003,"101.93","102.56","101.63","102.45","44,636,500"
10/01/2003,"100.24","102.18","100.20","102.08","65,801,797"
09/30/2003,"100.48","100.76","99.25","99.95","70,775,906"
09/29/2003,"100.30","100.99","99.79","100.93","36,778,699"
09/26/2003,"100.44","100.66","99.85","99.95","42,915,898"
09/25/2003,"101.41","101.88","100.20","100.28","53,169,500"
09/24/2003,"103.12","103.22","101.07","101.11","41,711,398"
09/23/2003,"102.59","103.29","102.36","102.94","32,513,000"
09/22/2003,"102.85","102.96","102.03","102.55","36,700,602"
09/19/2003,"104.27","104.60","103.40","103.67","34,381,602"
