Date,Open,High,Low,Close,Volume
11/27/2024,600.46,600.85,597.28,598.83,"34,000,160"
11/26/2024,598.8,601.33,598.07,600.65,"45,621,289"
11/25/2024,599.52,600.86,595.2,597.53,"42,441,391"
11/22/2024,593.66,596.15,593.15,595.51,"38,226,391"
11/21/2024,593.4,595.12,587.45,593.67,"46,750,289"
11/20/2024,590.38,590.79,584.63,590.5,"50,032,578"
11/19/2024,584.71,591.05,584.03,590.3,"49,412,047"
11/18/2024,586.22,589.49,585.34,588.15,"37,084,078"
11/15/2024,589.72,590.2,583.86,585.75,"75,988,766"
11/14/2024,597.32,597.81,592.65,593.35,"38,904,113"
11/13/2024,597.37,599.23,594.96,597.19,"47,388,641"
11/12/2024,598.68,599.29,594.37,596.9,"43,006,129"
11/11/2024,599.81,600.17,597,598.76,"37,586,770"
11/08/2024,596.17,599.64,596.17,598.19,"46,444,887"
11/07/2024,593.08,596.65,593,595.61,"47,233,207"
11/06/2024,589.2,591.93,585.39,591.04,"68,181,969"
11/05/2024,570.74,576.74,570.52,576.7,"39,478,320"
11/04/2024,571.18,572.5,567.89,569.81,"38,216,980"
11/01/2024,571.32,575.55,570.62,571.04,"45,667,527"
10/31/2024,575.56,575.63,568.44,568.64,"60,182,449"
10/30/2024,581.29,583.32,579.29,580.01,"41,435,840"
10/29/2024,579.85,582.91,578.43,581.77,"42,899,660"
10/28/2024,582.58,582.71,580.52,580.83,"30,174,699"
10/25/2024,581.51,584.46,578.08,579.04,"47,268,180"
10/24/2024,579.98,580.06,576.57,579.24,"34,979,859"
10/23/2024,581.26,581.71,574.42,577.99,"49,314,566"
10/22/2024,581.05,584.5,580.38,583.32,"34,183,840"
10/21/2024,583.85,584.85,580.6,583.63,"36,439,008"
10/18/2024,584.07,585.39,582.58,584.59,"37,416,801"
10/17/2024,585.91,586.12,582.16,582.35,"34,393,711"
10/16/2024,579.78,582.83,578.96,582.3,"30,725,439"
10/15/2024,584.59,584.9,578.55,579.78,"54,203,641"
10/14/2024,581.22,585.27,580.73,584.32,"36,217,219"
10/11/2024,576.05,580.33,575.91,579.58,"42,267,992"
10/10/2024,575.77,577.58,574.49,576.13,"44,138,059"
10/09/2024,573.16,577.71,572.55,577.14,"37,912,238"
10/08/2024,570.42,573.78,569.53,573.17,"37,398,688"
10/07/2024,571.3,571.96,566.63,567.8,"49,964,688"
10/04/2024,572.35,573.36,568.1,572.98,"43,005,191"
10/03/2024,567.36,569.8,565.49,567.82,"40,846,473"
10/02/2024,567.71,569.9,565.27,568.86,"38,097,801"
10/01/2024,573.4,574.06,566,568.62,"72,668,781"
09/30/2024,570.42,574.38,568.08,573.76,"63,655,449"
09/27/2024,573.39,574.22,570.42,571.47,"42,100,930"
09/26/2024,574.38,574.71,569.9,572.3,"48,336,000"
09/25/2024,571.14,571.89,568.91,570.04,"38,428,594"
09/24/2024,570.48,571.36,567.6,571.3,"46,805,672"
09/23/2024,569.34,570.33,568.1,569.67,"44,116,922"
09/20/2024,567.84,569.31,565.17,568.25,"77,503,109"
09/19/2024,571.01,572.88,568.08,570.98,"75,315,469"
09/18/2024,563.74,568.69,560.83,561.4,"59,044,941"
09/17/2024,565.1,566.58,560.8,563.07,"49,320,969"
09/16/2024,561.74,563.11,559.9,562.84,"36,656,121"
09/13/2024,559.71,563.03,559.45,562.01,"39,310,500"
9/12/2024,555.01,559.4,552.74,559.09,"51,892,738"
9/11/2024,548.7,555.36,539.96,554.42,"75,248,609"
9/10/2024,548.36,549.15,543.38,548.79,"36,394,578"
9/09/2024,544.65,547.71,542.68,546.41,"40,445,820"
9/06/2024,549.94,551.6,539.44,540.36,"68,493,805"
9/05/2024,550.89,553.8,547.1,549.61,"44,264,262"
9/04/2024,550.2,554.43,549.46,550.95,"47,224,941"
9/03/2024,560.47,560.81,549.51,552.08,"60,523,000"
08/30/2024,560.77,564.2,557.14,563.68,"62,700,113"
08/29/2024,560.31,563.68,557.18,558.35,"38,715,180"
08/28/2024,561.21,561.65,555.04,558.3,"41,066,020"
08/27/2024,559.49,562.06,558.32,561.56,"32,693,900"
08/26/2024,563.18,563.91,559.05,560.79,"35,788,609"
08/23/2024,559.53,563.09,557.29,562.13,"50,639,391"
08/22/2024,562.56,563.18,554.98,556.22,"56,121,461"
08/21/2024,559.77,562.11,554.73,560.62,"41,514,602"
08/20/2024,559.15,560.84,557.33,558.7,"33,732,262"
08/19/2024,554.73,559.61,553.86,559.61,"39,121,793"
08/16/2024,551.42,555.02,551.26,554.31,"44,430,727"
08/15/2024,549.5,553.36,548.88,553.07,"60,846,809"
08/14/2024,542.85,544.96,540.12,543.75,"42,446,930"
08/13/2024,536.53,542.28,536.28,542.04,"52,333,070"
8/12/2024,534.21,535.73,530.95,533.27,"42,542,070"
8/09/2024,529.81,534.51,528.56,532.99,"45,619,559"
8/08/2024,523.91,531.29,521.84,530.65,"63,276,594"
8/07/2024,528.47,531.59,518.05,518.66,"70,698,336"
8/06/2024,519.22,529.75,517.87,522.15,"84,826,312"
8/05/2024,511.64,523.58,510.27,517.38,"146,267,391"
8/02/2024,535.75,536.99,528.6,532.9,"82,789,070"
8/01/2024,552.57,554.87,539.43,543.01,"76,428,727"
07/31/2024,548.98,553.5,547.58,550.81,"65,663,391"
07/30/2024,546.26,547.34,538.52,542,"46,853,633"
07/29/2024,546.02,547.05,542.72,544.76,"39,515,820"
07/26/2024,542.28,547.19,541.49,544.44,"53,763,793"
07/25/2024,541.35,547.46,537.45,538.41,"61,158,289"
07/24/2024,548.86,549.17,540.29,541.23,"74,515,273"
07/23/2024,554.54,556.74,553.28,553.78,"34,439,559"
07/22/2024,553,555.27,551.02,554.65,"43,346,719"
07/19/2024,552.42,554.08,547.91,548.99,"65,509,078"
