Date,Open,High,Low,Close,Volume
11/28/2008,"88.63","90.13","88.48","90.09","119,905,297"
11/26/2008,"84.30","89.19","84.24","88.97","370,320,375"
11/25/2008,"87.30","87.51","83.82","85.66","454,188,281"
11/24/2008,"81.92","86.99","80.36","85.03","523,462,031"
11/21/2008,"77.46","80.90","74.34","79.52","718,768,562"
11/20/2008,"80.13","82.51","75.05","75.45","814,180,438"
11/19/2008,"85.91","86.87","80.92","81.50","558,809,438"
11/18/2008,"85.15","87.22","82.91","87.08","524,140,594"
11/17/2008,"86.38","88.56","85.16","85.47","415,543,812"
11/14/2008,"89.41","92.06","86.52","86.62","540,352,312"
11/13/2008,"86.13","91.73","82.09","91.17","753,801,000"
11/12/2008,"88.23","90.15","85.12","85.82","454,330,594"
11/11/2008,"90.76","92.14","88.65","89.77","418,596,719"
11/10/2008,"95.21","95.53","90.92","92.63","301,903,188"
11/07/2008,"91.65","94.00","90.50","93.86","380,518,594"
11/06/2008,"94.46","95.44","90.06","90.86","477,982,781"
11/05/2008,"99.20","100.71","95.00","96.19","390,404,094"
11/04/2008,"99.06","100.86","96.71","100.41","346,977,594"
11/03/2008,"96.78","97.69","95.95","97.11","205,566,797"
10/31/2008,"95.08","98.57","94.48","96.83","411,499,906"
10/30/2008,"95.78","96.54","92.90","96.30","414,582,031"
10/29/2008,"93.77","97.17","92.10","93.08","531,381,625"
10/28/2008,"87.34","94.24","84.53","93.76","639,939,500"
10/27/2008,"85.97","89.51","83.70","83.95","400,238,594"
10/24/2008,"84.06","89.92","84.00","87.04","545,812,625"
10/23/2008,"90.29","92.45","85.81","91.69","634,666,312"
10/22/2008,"93.20","95.86","87.53","90.64","516,168,000"
10/21/2008,"96.97","98.64","95.22","95.86","356,501,875"
10/20/2008,"95.35","99.10","94.09","98.81","321,294,125"
10/17/2008,"91.99","98.59","91.65","93.21","476,770,125"
10/16/2008,"91.29","94.77","86.54","93.77","708,811,188"
10/15/2008,"97.46","97.80","89.71","90.02","484,627,500"
10/14/2008,"104.70","105.53","97.11","99.85","546,688,375"
10/13/2008,"93.87","101.35","89.95","101.35","456,904,719"
10/10/2008,"86.76","93.94","83.58","88.50","871,546,875"
10/09/2008,"99.66","100.62","90.25","90.70","534,758,375"
10/08/2008,"97.52","102.18","96.81","97.51","725,788,062"
10/07/2008,"106.84","107.33","99.65","100.03","540,213,500"
10/06/2008,"107.15","107.62","100.64","104.72","610,791,000"
10/03/2008,"112.86","115.45","109.68","110.34","461,832,500"
10/02/2008,"114.95","115.11","111.06","111.85","365,632,375"
10/01/2008,"115.27","116.69","113.95","116.06","333,084,906"
09/30/2008,"113.51","116.80","110.53","115.99","328,510,312"
09/29/2008,"119.18","121.18","110.97","111.38","459,562,125"
